SEC Region,Organization CRD#,SEC#,Firm Type,Primary Business Name,Legal Name,Main Office Street Address 1,Main Office Street Address 2,Main Office City,Main Office State,Main Office Country,Main Office Postal Code,Main Office Telephone Number,Main Office Facsimile Number,"Total number of offices, other than your Principal Office and place of business",Mail Office Street Address 1,Mail Office Street Address 2,Mail Office City,Mail Office State,Mail Office Country,Mail Office Postal Code,SEC Current Status,SEC Status Effective Date,Jurisdiction Notice Filed-Effective Date,Latest ADV Filing Date,Form Version,Website Address,1M,1N,1O,"1O - If yes, approx. amount of assets",1P,2B(1),2B(2),2B(3),3A,3A-Other,3B,3C-State,3C-Country,6A(1),6A(2),6A(3),6A(4),6A(5),6A(6),6A(7),6A(8),6A(9),6A(10),6A(11),6A(12),6A(13),6A(14),6A(14)-Other,6B(1),6B(2),6B(3),7A(1),7A(2),7A(3),7A(4),7A(5),7A(6),7A(7),7A(8),7A(9),7A(10),7A(11),7A(12),7A(13),7A(14),7A(15),7A(16),7B,10A,11,11A(1),11A(2),11B(1),11B(2),11C(1),11C(2),11C(3),11C(4),11C(5),11D(1),11D(2),11D(3),11D(4),11D(5),11E(1),11E(2),11E(3),11E(4),11F,11G,11H(1)(a),11H(1)(b),11H(1)(c),11H(2)
NYRO,293748,802-112793,ERA,"LUMA BIO-IT MANAGEMENT, LLC","LUMA BIO-IT MANAGEMENT, LLC",700 MADISON AVENUE,6TH FLOOR,NEW YORK,NY,United States,10065,212-829-3500,,0,,,,,,,ERA - Active,3/8/2018,,3/22/2022,Oct-21,,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,285876,802-108821,ERA,GOOD ENERGIES GENERAL PARTNER JERSEY LIMITED,GOOD ENERGIES GENERAL PARTNER JERSEY LIMITED,"WINDWARD HOUSE, 2ND FLOOR,",LA ROUTE DE LA LIBERATION,ST HELIER,,Jersey,JE23BQ,4.41535E+11,,0,,,,,,,ERA - Active,12/7/2016,,3/30/2022,Oct-21,,Y,N,N,,,N,Y,N,Other (specify),REGISTERED PRIVATE COMPANY,DECEMBER,,Jersey,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
SFRO,156262,802-75196,ERA,"TRANSLINK CAPITAL, LLC","TRANSLINK CAPITAL, LLC",530 LYTTON AVENUE,SUITE 300,PALO ALTO,CA,United States,94301,650-330-7353,650-330-7351,2,,,,,,,ERA - Active,3/28/2012,,3/28/2022,Oct-21,HTTP://TRANSLINKCAPITAL.COM,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
SFRO,160842,802-74157,ERA,IGNITION CAPITAL,"IGNITION GROWTH MANAGEMENT, LLC",11100 NE 8TH STREET,SUITE 200,BELLEVUE,WA,United States,98004,425-709-0772,425-709-0798,0,,,,,,,ERA - Active,2/14/2012,,3/25/2022,Oct-21,HTTP://IGNCAP.COM,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,WA,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,310601,802-119849,ERA,EGARDEN III CAPITAL LIMITED,EGARDEN III CAPITAL LIMITED,"RM 3511, BANK OF AMERICA TOWER",12 HARCOURT ROAD,"CENTRAL, HONG KONG",,China,0,852 2312 1687,,0,,,,,,,ERA - Active,10/22/2020,,3/29/2022,Oct-21,,N,N,N,,,N,Y,N,Corporation,,DECEMBER,,Cayman Islands,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
SFRO,318886,802-125830,ERA,"FIRST SPARK VENTURES, LLC","FIRST SPARK VENTURES, LLC",333 RAVENSWOOD AVE,SUITE IS110,MENLO PARK,CA,United States,94025,650 489 5277,,0,,,,,,,ERA - Active,5/9/2022,,5/9/2022,Oct-21,https://firstsparkventures.com,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,289396,802-111948,ERA,BLANTYRE CAPITAL,BLANTYRE CAPITAL LIMITED,52 JERMYN STREET,,LONDON,,United Kingdom,SW1Y 6LX,+44 (20) 7534 0450,+44 (20) 7900 1617,0,,,,,,,ERA - Active,9/28/2017,,5/12/2022,Oct-21,HTTPS://WWW.BLANTYRECAPITAL.COM,Y,N,N,,213800RYKFIX7TP4RL02,N,Y,N,Other (specify),U.K. PRIVATE LIMITED COMPANY,DECEMBER,,United Kingdom,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
SFRO,290045,802-111956,ERA,VENBIO PARTNERS LLC,VENBIO PARTNERS LLC,1700 OWENS STREET,SUITE 595,SAN FRANCISCO,CA,United States,94158-0008,(415) 800-0800,,0,,,,,,,ERA - Active,9/28/2017,,3/24/2022,Oct-21,HTTP://WWW.VENBIO.COM,N,N,Y,$1 billion - $10 billion,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
SFRO,312217,802-121032,ERA,"AUDACIOUS MANAGEMENT COMPANY, LLC","AUDACIOUS MANAGEMENT COMPANY, LLC",1015 CAROLINA STREET,,SAN FRANCISCO,CA,United States,94107,650-644-7222,,0,,,,,,,ERA - Active,3/30/2021,,3/31/2022,Oct-21,https://www.audacious.co/,N,N,N,,,Y,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
SFRO,318544,802-123206,ERA,ESCLARE PARTNERS LLC,ESCLARE PARTNERS LLC,,,,,,,415-845-8447,,0,PO BOX 1118,,MILL VALLEY,CA,United States,94942,ERA - Active,1/11/2022,,1/11/2022,Oct-21,,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
DRO,293679,802-114293,ERA,"LEGACY RIDGE CAPITAL MANAGEMENT, LLC","LEGACY RIDGE CAPITAL MANAGEMENT, LLC",,,,,,,303-862-0147,,0,,,,,,,ERA - Active,10/16/2018,,3/7/2022,Oct-21,http://www.legacyridgecapital.com,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
CHRO,161781,802-74602,ERA,"BRASS RING CAPITAL, INC.","BRASS RING CAPITAL, INC.",301 CARLSON PARKWAY,SUITE 265,MINNETONKA,MN,United States,55305,952-473-2710,,0,,,,,,,ERA - Active,3/14/2012,,2/15/2022,Oct-21,HTTP://WWW.BRASSRINGCAPITAL.COM,N,N,N,,,N,Y,N,Corporation,,DECEMBER,MN,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,305722,802-117502,ERA,ALTARIUS ASSET MANAGEMENT,ALTARIUS ASSET MANAGEMENT LTD.,"CORNERSTONE COMPLEX, SUITE A","LEVEL 1, 16TH SEPTEMBER SQUARE",MOSTA,,Malta,MST 1180,356 2123 2540,,0,,,,,,,ERA - Active,9/17/2019,,5/24/2022,Oct-21,HTTP://WWW.ALTARIUSGROUP.COM,Y,N,N,,5299000X84JRI8MS7D3,N,Y,N,Corporation,,FEBRUARY,,Malta,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,307251,802-119294,ERA,ARTEMIS GROWTH PARTNERS,"ARTEMIS GROWTH PARTNERS, LLC","PLAZA MURANO, 8TH FLOOR #81",,SANTA ANNA,,Costa Rica,,-2561,,1,C/O PIERCE ATWOOD LLP,"100 SUMMER STREET, SUITE 22",BOSTON,MA,United States,2110,ERA - Active,7/16/2020,,3/31/2022,Oct-21,https://www.artemisgrowth.com,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N
SFRO,161035,802-75571,ERA,KLEINER PERKINS CAUFIELD & BYERS,"KLEINER PERKINS CAUFIELD & BYERS, LLC",2750 SAND HILL ROAD,,MENLO PARK,CA,United States,94025,650-233-2750,,3,,,,,,,ERA - Active,3/29/2012,,3/31/2022,Oct-21,https://www.facebook.com/kleinerperkinsprofile/,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,318580,802-123354,ERA,"ALPHA JWC MANAGEMENT, LTD.","ALPHA JWC MANAGEMENT, LTD.",UGLAND HOUSE,,"GRAND CAYMAN, CAYMAN ISLANDS",,Cayman Islands,KY1-1104,+1 345 945 7099,,1,"GAMA TOWER 33RD FLOOR, JL. H.R. RASUNA SAID KAV.",C-22,SOUTH JAKARTA,,Indonesia,12940,ERA - Active,1/31/2022,,1/31/2022,Oct-21,https://www.alphajwc.com/,Y,N,N,,,Y,Y,N,Corporation,,DECEMBER,,Cayman Islands,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
MIRO,161946,802-75397,ERA,"PRIVATE VALUE MANAGEMENT, LP","PRIVATE VALUE MANAGEMENT, LP",1015 ATLANTIC BLVD,#91,ATLANTIC BEACH,FL,United States,32233,410-268-2850,410-268-7379,0,,,,,,,ERA - Active,3/29/2012,,1/31/2022,Oct-21,HTTP://PRIVATEVALUELP.COM,N,N,N,,,N,Y,N,Limited Partnership,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
BRO,288374,802-124702,ERA,CYCLE VENTURE ASSET MANAGEMENT LLC,CYCLE VENTURE ASSET MANAGEMENT LLC,,,,,,,203-994-0290,(203) 265-7861,0,,,,,,,ERA - Active,3/22/2022,,3/22/2022,Oct-21,,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
CHRO,290453,802-112223,ERA,"MODERNE CAPITAL, LP","MODERNE CAPITAL, LP",410 N. MICHIGAN AVENUE,SUITE 740N,CHICAGO,IL,United States,60611,617-308-3191,,0,,,,,,,ERA - Active,11/27/2017,,3/29/2022,Oct-21,HTTPS://WWW.MODERNEVENTURES.COM,N,N,N,,,Y,N,N,Limited Partnership,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
FWRO,318073,802-122986,ERA,"BRICK WALL ADVISORS, LLC","BRICK WALL ADVISORS, LLC","C/O ADVANCEMENT FOUNDATION, 201 MAIN STREET",SUITE 1198,FORT WORTH,TX,United States,76102-3105,817-533-3171,,0,,,,,,,ERA - Active,12/3/2021,,2/28/2022,Oct-21,,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
FWRO,304265,802-116831,ERA,MILTON STREET CAPITAL LLC,MILTON STREET CAPITAL LLC,3131 EASTSIDE STREET,SUITE 300,HOUSTON,TX,United States,77098,713-568-1288,,0,,,,,,,ERA - Active,5/23/2019,,5/10/2022,Oct-21,https://www.linkedin.com/company/milton-street-capital,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,TX,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,290012,802-111949,ERA,BLACKSTONE EUROPE FUND MANAGEMENT S.A.R.L.,BLACKSTONE EUROPE FUND MANAGEMENT S.A.R.L.,"2-4, RUE EUGENE RUPPERT",,LUXEMBOURG,,Luxembourg,L-2453,352 282647 1901,,0,,,,,,,ERA - Active,9/28/2017,,3/31/2022,Oct-21,HTTP://WWW.BLACKSTONE.COM,Y,N,N,,,N,Y,N,Other (specify),SOCIÉTÉ À RESPONSIBILITÉ LIMITÉE (LLC),DECEMBER,,Luxembourg,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,298355,802-114310,ERA,"C-BRIDGE CAPITAL INVESTMENT MANAGEMENT, LTD.","C-BRIDGE CAPITAL INVESTMENT MANAGEMENT, LTD.","SUITES 3306-3307, TWO EXCHANGE SQUARE",8 CONNAUGHT PLACE,CENTRAL,,Hong Kong,,86-21-8012-1275,,0,,,,,,,ERA - Active,10/22/2018,,3/28/2022,Oct-21,http://www.cbridgecap.com/en/,Y,N,N,,,N,Y,N,Other (specify),CAYMAN ISLANDS EXEMPTED COMPANY,DECEMBER,,Cayman Islands,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
DRO,311168,802-119873,ERA,"UBIQUITY MANAGEMENT, LP","UBIQUITY MANAGEMENT, LP",5700 W 112TH STREET,SUITE 500,OVERLAND PARK,KS,United States,66211,913-904-5700,913-904-5701,0,,,,,,,ERA - Active,10/28/2020,,3/30/2022,Oct-21,https://www.youtube.com/channel/UC7-qMCd1apMWDGj6j_3sIGw,N,N,N,,,N,Y,N,Limited Partnership,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,Y,Y,N,N,N,Y,N,N,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,297708,802-113942,ERA,FIERA CAPITAL (ASIA),FIERA CAPITAL (ASIA) SINGAPORE PTE. LTD.,"#38-03, SUNTEC TOWER FOUR",6 TEMASEK BOULEVARD,SINGAPORE,,Singapore,38986,6568279250,6568279268,1,,,,,,,ERA - Active,8/7/2018,,3/31/2022,Oct-21,HTTPS://WWW.HK.FIERACAPITAL.COM/,Y,N,N,,25490022U99D53WER612,N,Y,N,Corporation,,DECEMBER,,Singapore,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
NYRO,299250,802-118140,ERA,"COMPANY VENTURE CAPITAL MANAGEMENT, LLC","COMPANY VENTURE CAPITAL MANAGEMENT, LLC",335 MADISON AVENUE,THIRD FLOOR,NEW YORK,NY,United States,10017,646-930-6301,,0,,,,,,,ERA - Active,1/29/2020,,3/31/2022,Oct-21,https://www.companyventures.co,N,N,N,,,Y,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,163019,802-76481,ERA,"MINGLY CHINA GROWTH MANAGEMENT COMPANY, LTD.","MINGLY CHINA GROWTH MANAGEMENT COMPANY, LTD.",INTERTRUST CORPORATE SERVICES (CAYMAN) LIMITED,ONE NEXUS WAY,"CAMANA BAY, GRAND CAYMAN",,Cayman Islands,KY1-9005,345-943-3100,650-265-0230,1,C/O MINGXIN CHINA GROWTH MANAGEMENT,"525 UNIVERSITY AVENUE, SUITE 200",PALO ALTO,CA,United States,94301-1916,ERA - Active,4/4/2012,,2/16/2022,Oct-21,HTTP://MCGF.COM.CN,N,N,N,,NONE,Y,N,N,Corporation,,DECEMBER,,Cayman Islands,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,289753,802-111946,ERA,MOBEUS EQUITY PARTNERS,MOBEUS EQUITY PARTNERS LLP,30 HAYMARKET,,"LONDON, ENGLAND",,United Kingdom,SW1Y 4EX,44 20 7024 7600,44 20 7024 7619,0,,,,,,,ERA - Active,9/28/2017,,10/4/2021,Mar-20,HTTPS://WWW.MOBEUSEQUITY.CO.UK/,Y,N,N,,213800NS2EQO6MMPFN47,N,Y,N,Limited Liability Partnership,,JUNE,,United Kingdom,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
ARO,316139,802-122444,ERA,"IRON PATH CAPITAL, L.P.","IRON PATH CAPITAL, L.P.",424 CHURCH STREET,SUITE 2240,NASHVILLE,TN,United States,37219,(805) 450-7940,,1,,,,,,,ERA - Active,9/3/2021,,3/29/2022,Oct-21,https://ironpathcapital.com,N,N,N,,,N,Y,N,Limited Partnership,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
NYRO,162940,802-75237,ERA,ESOPUS CREEK ADVISORS LLC,ESOPUS CREEK ADVISORS LLC,81 NEWTOWN LANE,#307,EAST HAMPTON,NY,United States,11937,(631) 604-5776,,0,81 NEWTOWN LANE,#307,EAST HAMPTON,NY,United States,11937,ERA - Active,3/29/2012,,3/28/2022,Oct-21,,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,164148,802-76774,ERA,PERCEVA,PERCEVA SAS,32 AVENUE DE L'OPÉRA,,PARIS,,France,75002,+33 1 42 97 19 90,+33 1 42 97 19 91,0,,,,,,,ERA - Active,6/1/2012,,4/28/2022,Oct-21,HTTP://WWW.PERCEVACAPITAL.ORG,Y,N,N,,9695009SHHAIY943IM45,N,Y,N,Other (specify),FRENCH SOCIETE PAR ACTIONS SIMPLIFIEE,DECEMBER,,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
BRO,286048,802-108792,ERA,"RATIONAL INVESTMENT GROUP, LLC","RATIONAL INVESTMENT GROUP, LLC",1309 BEACON STREET,SUITE 300,BROOKLINE,MA,United States,2446,617-319-3282,,0,,,,,,,ERA - Active,12/2/2016,,3/14/2022,Oct-21,,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,171768,802-80217,ERA,VY CAPITAL,VY CAPITAL MANAGEMENT COMPANY LIMITED,"EMIRATES FINANCIAL TOWERS, S. TOWER","LEVEL 9, OFFICE 901/902 DIFC, BOX 506950",DUBAI,,United Arab Emirates,,971-4270-1400,,0,P.O. BOX 506950,,DUBAI,,United Arab Emirates,,ERA - Active,8/12/2014,,3/10/2022,Oct-21,https://www.vycapital.com,Y,N,N,,,N,Y,N,Corporation,,DECEMBER,,United Arab Emirates,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
SFRO,172760,802-80729,ERA,"SUSA VENTURES MANAGEMENT, LLC","SUSA VENTURES MANAGEMENT, LLC",660 YORK STREET,SUITE 210,SAN FRANCISCO,CA,United States,94110,650-521-4278,NA,0,,,,,,,ERA - Active,12/8/2014,,3/29/2022,Oct-21,HTTP://WWW.SUSAVENTURES.COM,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
SFRO,316613,802-122400,ERA,AMBERSTONE,AMBERSTONE MANAGEMENT LLC,1686 UNION STREET,SUITE 201,SAN FRANCISCO,CA,United States,94123,415-654-5250,,0,,,,,,,ERA - Active,8/27/2021,,3/28/2022,Oct-21,https://www.amberstone.com/,N,N,N,,,Y,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,313000,802-120882,ERA,GLY CAPITAL MANAGEMENT LIMITED,GLY CAPITAL MANAGEMENT LIMITED,"12/F, H CODE",45 POTTINGER STREET,HONG KONG,,Hong Kong,,852 3842 8687,852 3842 8666,0,,,,,,,ERA - Active,3/23/2021,,2/10/2022,Oct-21,https://hk.linkedin.com/company/gly-capital-management-limited,N,N,N,,,N,Y,N,Other (specify),PRIVATE COMPANY LIMITED BY SHARES,DECEMBER,,Hong Kong,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
ARO,164555,802-124909,ERA,"SOJE CAPITAL, LLC","SOJE CAPITAL, LLC",324 BLACKWELL STREET,SUITE 1202,DURHAM,NC,United States,27701,919-680-3605,919-680-3605,0,,,,,,,ERA - Active,3/31/2022,,3/31/2022,Oct-21,https://www.hindsdalellc.com,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
SFRO,173187,802-80474,ERA,OBVIOUS VENTURES,OBVIOUS MANAGEMENT SERVICES LLC,220 HALLECK ST.,SUITE 120,SAN FRANCISCO,CA,United States,94129,(415) 872-7585,,0,,,,,,,ERA - Active,10/8/2014,,3/30/2022,Oct-21,https://obvious.com/,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
NYRO,313135,802-121132,ERA,BLUE RIBAND GROUP LLC,BLUE RIBAND GROUP LLC,500 W. 21ST STREET,,NEW YORK,NY,United States,10011,646-866-7703,,0,,,,,,,ERA - Active,4/2/2021,,3/28/2022,Oct-21,,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
LARO,317506,802-123632,ERA,"CERRACAP, LLC","CERRACAP, LLC",650 TOWN CENTER DRIVE,ST 1870,COSTA MESA,CA,United States,92626,949-315-5464,1-214-853-9053,0,,,,,,,ERA - Active,3/7/2022,,3/7/2022,Oct-21,https://www.cerracap.com,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
